id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
33126392,19405,Anna Karenina,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SY75_.jpg,1980,,,ger,Bertelsmann,false,2507928,582,299521,2574374,635729,22735,5:263116|4:208420|3:113142|2:34637|1:16414|total:635729,1877,,,4.05,0,0,"['128382', '1227575', '19405']","['Leo Tolstoy', 'August Scholz', 'Thomas Mann']","['4.06', '3.80', '3.94']",[],[],[],"Wer liebt, hat recht – und wie in allen großen Liebesromanen der Weltliteratur führt dieses Recht auch in ›Anna Karenina‹ zum Ausbruch aus der Gesellschaft, zu Verzweiflung und tragischem Scheitern. Woran aber scheitert die große Liebe Anna Kareninas eigentlich? Scheitert sie an den Liebenden selbst, die irgendwann den Wunsch haben, »wieder etwas wünschen zu können«? Oder scheitert sie an der Macht der Gesellschaft, die nichts so sehr hasst wie ein Paar, das einfach nur dauerhaft glücklich sein will?"
1016823,19405,Die Buddenbrooks (Königs Erläuterungen),3804417310,9783804417311,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,1,1,ger,Bange,false,75754572,2,70,121,31,1,5:9|4:12|3:8|2:2|1:0|total:31,,,,3.90,31,1,"['365361', '19405']","['Thomas Brand', 'Thomas Mann']","['3.45', '3.94']",[],[],[],
551401,19405,Diaries 1918-1939,0233975136,9780233975139,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,,,eng,Andre Deutsch (London),false,538642,4,121,120,28,4,5:13|4:10|3:5|2:0|1:0|total:28,1977,,,4.29,21,2,['19405'],['Thomas Mann'],['3.94'],[],[],[],
51311033,19405,50 Masterpieces you have to read before you die vol: 2 (LBA™ Classics),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,69756442,3,985,114,28,0,5:15|4:6|3:3|2:2|1:2|total:28,,,,4.07,0,0,"['8164', '1244', '696805', '3565', '2448', '1315', '1265', '7014283', '4012', '239579', '3137322', '4785', '3190', '18732617', '15905', '1113469', '5144', '1240', '9494', '5350', '4624490', '233619', '947', '854076', '880695', '6765', '6989', '17623', '19405', '4176632', '1624', '1464', '11139', '4345', '128382', '6988']","['Lewis Carroll', 'Mark Twain', 'Jules Verne', 'Oscar Wilde', 'Arthur Conan Doyle', 'Louisa May Alcott', 'Jane Austen', 'G.K. Chesterton', 'Wilkie Collins', 'Charles Dickens', 'Fyodor Dostoyevsky', 'Alexandre Dumas', 'F. Scott Fitzgerald', 'E. M Forster', 'Thomas Hardy', 'Hermann Hesse', 'James Joyce', 'Jack London', 'H.P. Lovecraft', 'L.M. Montgomery', 'Edgar Allan Poe', 'Marcel Proust', 'William Shakespeare', 'Robert Louis Stevenson', 'H.G. Wells', 'Virginia Woolf', 'Rudyard Kipling', 'D.H. Lawrence', 'Thomas Mann', 'W. Somerset Maugham', 'Herman Melville', 'George Sand', 'Mary Wollstonecraft Shelley', 'Walter Scott', 'Leo Tolstoy', 'Bram Stoker']","['4.06', '3.86', '3.89', '4.10', '4.20', '4.06', '4.12', '3.97', '3.92', '3.89', '4.18', '4.17', '3.90', '4.00', '3.84', '4.05', '3.74', '3.96', '4.05', '4.21', '4.17', '4.21', '3.87', '3.85', '3.83', '3.88', '3.93', '3.59', '3.94', '4.04', '3.54', '3.69', '3.80', '3.74', '4.06', '3.98']",[],[],[],
6697257,19405,"Die Geschichten Jaakobs, Der junge Joseph: Joseph und seine Brüder 1",3436013595,9783436013592,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,53332629,7,108,114,25,2,5:17|4:6|3:1|2:1|1:0|total:25,,,,4.56,8,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
1132588,19405,Mario und der Zauberer/Unordnung und frühes Leid,3100482182,9783100482181,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,ger,S. Fischer (Frankfurt),false,10964465,4,66,113,32,3,5:6|4:11|3:10|2:4|1:1|total:32,1929,,,3.53,29,2,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Thomas Mann, Germany's most successful writer of prose fiction, was born in 1875 and died in 1955. He was awarded the Nobel Prize for Literature in 1929. These two stories, from Mann's middle period, concern major problems facing Germany between the wars: the first deals with the chaos of economic, social and moral values in the early twenties, and the second with the enslavement of a society by a fanatical and hypnotic dictator. In both pieces Mann's moral values are delicately pointed by his omnipresent irony."
6659602,19405,ماه‌عسلِ آفتابی (مجموعه داستان)‏,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,,,per,نشرِ خرّم,false,6854356,2,87,111,33,3,5:5|4:9|3:13|2:5|1:1|total:33,1992,,,3.36,23,2,"['63228', '5223', '585', '19405', '5775185', '34055', '37848', '3527', '4706105']","['Raja Rao', 'Franz Kafka', 'John Steinbeck', 'Thomas Mann', 'Ryūnosuke Akutagawa', 'Isaac Babel', 'Alberto Moravia', 'Alan Paton', 'Rajbans Khanna']","['3.40', '3.89', '3.93', '3.94', '4.02', '4.08', '3.74', '3.90', '3.36']",['25885'],['Simin Daneshvar'],['3.69'],
22460348,19405,Tobias Mindernickel,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,41895371,1,50,105,28,3,5:5|4:12|3:10|2:1|1:0|total:28,2009,8,17,3.75,28,3,['19405'],['Thomas Mann'],['3.94'],[],[],[],
9868494,19405,Padrone e cane e altri racconti,8807820986,9788807820984,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325287917l/9868494._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325287917l/9868494._SY75_.jpg,2008,4,1,ita,Feltrinelli,false,17518105,5,70,99,27,5,5:4|4:11|3:11|2:1|1:0|total:27,1918,,,3.67,22,3,"['19405', '4802540']","['Thomas Mann', 'Roberto Fertonani']","['3.94', '3.75']",['5420650'],['Ingrid Harbeck'],['3.82'],"Tra le opere minori di Thomas Mann, ha un posto a sé il romanzo breve ""Padrone e cane"", un'operetta unica per leggerezza di disegno, in cui l'acuta intelligenza dello scrittore si rivolge a illuminare il piccolo mondo e i segreti tormenti di un cane, Bauschan. Raccolto per compassione dallo scrittore quando era un cuccioletto macilento e avvilito, Bauschan sviluppa un attaccamento tenace ed esclusivo per il padrone dal quale rifiuta di allontanarsi anche per un momento. ""Padrone e cane"" è la storia dell'amicizia tra questi due esseri diversi e così lontani, un'amicizia messa in pericolo dalle contrastanti abitudini di vita e continuamente cementata dalle gioie comuni, strappate alle insidie del ""mondo"". Oltre a ""Padrone e cane"", questo volume contiene una serie di racconti giovanili (""Delusione"", ""II piccolo signor Friedemann"", ""Il pagliaccio"", ""Tobia Mindernickel"", ""L'armadio"", ""Luisella"", ""La strada del cimitero"", ""Gladius Dei"", ""Gli affamati"", ""Il bimbo prodigio"", ""Un po' di felicità"", ""In casa del Profeta"", ""Un'ora difficile"") ma importanti per chi voglia conseguire una visione completa e obiettiva del Mann narratore e della sua evoluzione artistica."
34325216,19405,100 Books You Must Read Before You Die [volume 2] (Book House),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,55388541,6,653,92,24,1,5:10|4:7|3:3|2:1|1:3|total:24,,,,3.83,8,1,"['16223577', '36913', '17623', '6989', '23510', '1464', '4176632', '5144', '696805', '7330', '19405', '2380330', '8111', '880695']","['Book House', 'Rabindranath Tagore', 'D.H. Lawrence', 'Rudyard Kipling', 'Upton Sinclair', 'George Sand', 'W. Somerset Maugham', 'James Joyce', 'Jules Verne', 'Sinclair Lewis', 'Thomas Mann', 'May Sinclair', 'Rebecca West', 'H.G. Wells']","['4.15', '4.13', '3.59', '3.93', '3.75', '3.69', '4.04', '3.74', '3.89', '3.76', '3.94', '3.81', '3.86', '3.83']",[],[],[],
12166059,19405,იმედის გაცრუება,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,kat,პალიტრა L,false,17137258,1,41,91,23,4,5:7|4:10|3:5|2:0|1:1|total:23,2011,,,3.96,23,4,['19405'],['Thomas Mann'],['3.94'],[],[],[],მოთხრობები: იმედის გაცრუება; პატარა ბატონი ფრიდემანი; სასაფლაოს გზა; ბედნიერება; მძიმე საათი; სიკვდილი ვენეციაში;
23604975,19405,Zor Saat: Toplu Öyküler I,,9789750713279,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416791071l/23604975._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416791071l/23604975._SY75_.jpg,2015,,,tur,Can Yayınları,false,43206572,1,53,90,23,3,5:7|4:9|3:5|2:2|1:0|total:23,2011,6,,3.91,23,3,['19405'],['Thomas Mann'],['3.94'],['10071394'],['M. Sami Türk'],['3.82'],"XX. yüzyılın en büyük yazarlarından kabul edilen Thomas Mann, tüm dünyada edebiyat okurlarının vazgeçilmezleri arasında.<br /><br />Zor Saat - Toplu Öyküler I, Thomas Mann'ın 1893-1912 yılları arasında kaleme aldığı, aralarında ""Küçük Bay Friedemann"", ""Tristan"" ve bu kitaba adını veren ""Zor Saat"" gibi ünlü örneklerin de bulunduğu 23 öyküyü içeriyor.<br /><br />Thomas Mann, Alman dilinde öykü anlatımına yeni bir soluk getirmiş, gerçekçi ayrıntıları etkin bir biçimde kullanmıştır. Gördüğü bir resmi ya da dinlediği bir müziği öykünün merkezine yerleştirerek etkileyici ve inandırıcı bir olay örgüsüyle besler. Öyküleri otobiyografik özellikler taşırken evrenselliği de yakalar. Yaşadığı yüzyılın iyi bir gözlemcisi olan yazar, bu gözlemlerini yapıtlarına yansıtmakta ustadır. Öykülerindeki ortak izlekler, ""kendinde olmayana sahip olma arzusu"" ve ""sanatçının çektiği acılar"" olarak özetlenebilir.<br /><br />Zor Saat, 1929 yılında Nobel Edebiyat Ödülü'nü kazanan Thomas Mann'ın yazarlık serüvenine nasıl başladığını merak eden öyküseverler için kaçırılmayacak bir kitap."
10352081,19405,Tristano - La morte a Venezia - Cane e padrone,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331762704l/10352081._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331762704l/10352081._SY75_.jpg,1986,10,1,ita,I Libri di Gulliver,false,19105917,3,48,88,23,1,5:5|4:11|3:5|2:2|1:0|total:23,1903,,,3.83,21,1,['19405'],['Thomas Mann'],['3.94'],['1900464'],['Francesco Saba Sardi'],['3.91'],"In <i>Tristano</i> (1903) l'arte e la vita si contrappongono frontalmente, emblematicamente rappresentate da un esteta raffinato e da un grossolano mercante, che si contendono una donna sensibile e fragilissima. <i>La morte a Venezia</i> (1913) è il dramma di un ""eroe della debolezza"": uno scrittore, Aschenbach, che si sente vecchio e stanco, si aggira solitario e senza scopo per una Venezia sfatta e livida, alla vigilia di una pestilenza, finchè trova una ragione di vita nell'ammirazione, che presto si trasformerà in amore, per un bellissimo adolescente, Tadzio.<br />Protagonista di quel delicato idillio che è <i>Cane e padrone</i> (1920) è un piccolo bastardo, Bauschan, attraverso i cui occhi Mann descrive i rapporti tra l'uomo e l'animale."
1209389,19405,This War,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1940,,,,"New York, A.A. Knopf",false,1197760,2,73,88,21,3,5:9|4:8|3:3|2:1|1:0|total:21,1940,,,4.19,9,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
88082,19405,Correspondence 1943-1955,0745632009,9780745632001,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407106377l/88082._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407106377l/88082._SY75_.jpg,2006,12,1,,Polity Press,false,2556789,12,88,87,24,2,5:4|4:10|3:7|2:3|1:0|total:24,2003,7,1,3.62,15,2,"['94301', '19405', '50601']","['Theodor W. Adorno', 'Thomas Mann', 'Henri Lonitz']","['4.08', '3.94', '3.80']",[],[],[],"In December 1945 Thomas Mann wrote a famous letter to Adorno in which he formulated the principle of montage adopted in his novel Doctor Faustus. The writer expressly invited the philosopher to 'consider, with me, how such a work - and I mean Leverk�hn's work - could more or less be practically realized'. Their close collaboration on questions concerning the character of the fictional composer's putatively late works (Adorno produced specific sketches which are included as an appendix to the present volume) effectively laid the basis for a further exchange of letters. <br /> <br /> The ensuing correspondence between the two men documents a rare encounter of creative tension between literary tradition and aesthetic modernism which would be sustained right up until the novelist's death in 1955. In the letters, Thomas Mann openly acknowledged his 'fascinated reading' of Adorno's Minima Moralia and commented in detail on the 'Essay on Wagner', which he was as eager to read as 'the one in the Book of Revelation consumes a book which tastes ""as sweet as honey""'. Adorno in turn offered detailed observations upon and frequently enthusiastic commendations of Mann's later writings, such as The Holy Sinner, The Betrayed One and The Confessions of Felix Krull. Their correspondence also touches upon issues of great personal significance, notably the sensitive discussion of the problems of returning from exile to postwar Germany. <br /> <br /> The letters are extensively annotated and offer the reader detailed notes concerning the writings, events and personalities referred or alluded to in the correspondence.<br /> <br />"
36319548,19405,"Doctor Faustus: Con ""La genesi del Doctor Faustus""",8804660252,9788804660255,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506620697l/36319548._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506620697l/36319548._SY75_.jpg,2016,5,3,ita,Mondadori,false,66572967,5,9,86,20,3,5:12|4:4|3:3|2:0|1:1|total:20,,,,4.30,2,1,"['19405', '1802586']","['Thomas Mann', 'Luca Crescenzi']","['3.94', '3.73']",[],[],[],
2637962,19405,Schwere Stunde. Erzählungen 1903 - 1912,3596294401,9783596294404,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2072945,3,48,85,25,0,5:6|4:5|3:9|2:3|1:2|total:25,2001,3,1,3.40,24,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Die lyrische Sphäre sollte mir so wenig zur künstlerischen Heimat werden wie die dramatische.« Mit dramatischen Versuchen und Gedichten hatte Thomas Mann seine literarischen Fingerübungen gemacht, bis er, etwa zwanzigjährig, die Prosa als seine eigentliche Sprachform entdeckte. Skizzen entstanden, Studien, die Lust, Erfahrenes und Erlebtes zu berichten, wuchs, entwickelte sich zur Erzählung - Ambiente und Ereignisse, Charaktere und Handlungen griffen ineinander. Beschreibung und direkte Rede forderten klare Diktion, der Wortlaut verband sich dem Satzbau. Weder Rhythmus und Klang noch Dialog gab er auf - Thomas Mann hat sie früh schon für seine Prosa genutzt.<br />›Schwere Stunde‹ von 1905 hebt das Betrachtende auch seiner erzählenden Prosa hervor. Mit ›Tonio Kröger‹ hatte er sich zwei Jahre zuvor eine »Geschichte, die das ganze Gefühl meiner Jugend enthält«, von der Seele geschrieben, eine »Prosa-Ballade ... so recht ein Lied, gespielt auf dem selbst gebauten Instrument des großen Romans«. Neun Jahre später, 1912, erschien ›Der Tod in Venedig‹, über den Thomas Mann, ein Fazit seines Schreibens ziehend, gesagt hat: »Form und Schönheit haben auf irgendeine Weise etwas mit dem Tode zu tun, so sehr sie eine Sache des Lebens sind. Das ist ein Geheimnis, aber es ist so."
7005955,19405,Doctor Faustus (SparkNotes Literature Guide),1411488296,9781411488298,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,40324117,3,67,85,23,4,5:3|4:14|3:3|2:2|1:1|total:23,,,,3.70,0,0,"['6460726', '19405']","['SparkNotes', 'Thomas Mann']","['3.94', '3.94']",[],[],[],"""Get your ""A"" in gear! <br />They're today's most popular study guides-with everything you need to succeed in school. Written by Harvard students for students, since its inception ""SparkNotes(TM) has developed a loyal community of dedicated users and become a major education brand. Consumer demand has been so strong that the guides have expanded to over 150 titles. ""SparkNotes'(TM) motto is ""Smarter, Better, Faster because: <br />- They feature the most current ideas and themes, written by experts.<br />- They're easier to understand, because the same people who use them have also written them.<br />- The clear writing style and edited content enables students to read through the material quickly, saving valuable time. <br />And with everything covered--context; plot overview; character lists; themes, motifs, and symbols; summary and analysis, key facts; study questions and essay topics; and reviews and resources--you don't have to go anywhere else! <br />"
340809,19405,A Sketch of My Life,0394445724,9780394445724,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1930,,,eng,Harrison of Paris,false,331190,5,58,85,27,5,5:3|4:3|3:18|2:1|1:2|total:27,1930,,,3.15,17,4,['19405'],['Thomas Mann'],['3.94'],['3101208'],['H.T. Lowe-Porter'],['3.91'],
137325,19405,Three Essays,1417908505,9781417908509,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,132352,1,50,84,19,1,5:10|4:7|3:2|2:0|1:0|total:19,,,,4.42,19,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],"1929. Mann, German essayist, cultural critic, and novelist, who was awarded the Nobel Prize for Literature in 1929. Among Mann's most famous works are Buddenbrooks and The Magic Mountain. His novels usually explore the relationship between the exceptional individual and his or her environment, the environment of family, or of the world in general. Contents: Goethe and Tolstoy; Frederick the Great and the Grand Coalition; and An Experience in the Occult. See other titles by this author available from Kessinger Publishing."
