id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7624502,749461,1984,3763228551,9783763228553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY75_.jpg,,,,ger,Büchergilde Gutenberg,false,153313,1485,4597605,12303187,2942180,65096,5:1373395|4:964597|3:429393|2:114850|1:59945|total:2942180,1949,6,8,4.18,56,0,"['3706', '410686', '749461', '7182211', '8788', '101894']","['George Orwell', 'Iring Fetscher', 'Günter Grass', 'Adolf Muschg', 'Erich Fromm', 'Heinz Ludwig Arnold']","['4.07', '3.92', '3.83', '3.38', '4.09', '3.90']",[],[],[],"Among the seminal texts of the 20th century, <i>Nineteen Eighty-Four</i> is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written."
8546271,749461,Historie,8308018947,9788308018941,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383592177l/8546271._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383592177l/8546271._SX50_.jpg,1988,,,pol,Wydawnictwo Literackie,false,13414124,1,11,27,10,1,5:1|4:1|3:4|2:2|1:2|total:10,1968,,,2.70,10,1,['749461'],['Günter Grass'],['3.83'],['3309999'],['Wawrzyniec Sawicki'],['3.78'],
16252185,749461,مسرحيتان من الأدب الألماني: الطباخون الأشرار و الجرة المكسورة,9990600651,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354756551l/16252185._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354756551l/16252185._SY75_.jpg,2001,10,,ara,المجلس الوطني للثقافة والفنون واﻵداب,false,22294380,1,82,27,9,0,5:2|4:1|3:3|2:1|1:2|total:9,2001,10,1,3.00,9,0,"['749461', '54427', '4938111', '5834708', '6625707', '2738299']","['Günter Grass', 'Heinrich von Kleist', 'محسن الدمرداش', 'عطية العقاد', 'مصطفى محمد أحمد', 'عبد الغفار مكاوي']","['3.83', '3.54', '2.68', '3.26', '3.00', '3.63']",[],[],[],1-مسرحية “الطباخون الأشرار” هي ثالث أعمال الأديب الألماني المعاصر جونتر جراس المعروف بوصفه روائيا وشاعرا بالإضافة لكونه كاتبا مسرحيا· كتب جونتر جراس هذه المسرحية في باريس عام 1956، وتم عرضها للمرة الأولى في برلين الغربية عام 1961· “والطباخون الأشرار” التي نقدمها في هذا العدد تثير عند كل من يقرؤها تساؤلا: هل تنتمي هذه المسرحية لمسرح اللامعقول؟ وقد نقصد بمسرح اللامعقول ذلك النوع من المسرح الذي يعطي نقدا لاذعا للمجتمع ويعرض في المقام الأول صورة للموقف الإنساني اللامعقول في العالم· ولم يتميز هذا المسرح بعدم موضوعيته فقط، بل بالصيغ التي تتناسب مع الموضوعية أيضا·<br />وتدور أحداث المسرحية حول خمسة طباخين أشرار، الرئيس بتري ومساعديه: جرون وبني وشتاخ وشتيفان، الذي يحمل اسم فاسكو أيضا الجميع يعملون في مطعم شوستر، أما قضيتهم فهي سمعتهم بوصفهم مجموعة من الطباخين· كما نرى أحد الزبائن وهو هربت شمنسكي ويحمل لقب الكونت، الذي أعد طبخة وجدت نجاحا باهرا لدى زبائن السيد شوستر، وهو حساء أطلق عليه الزبائن” حساء الرماد”، لذلك قرر الطباخون أن يعرفوا وصفة هذا الحساء حتى ولو بالقوة· لقد عانى الكونت من شر الطباخين وقد كانت نهايته بالانتحار· إن هدف المسرحية ليس وصف الطباخين الأشرار، بل هو عرض النهاية الحزينة للكونت بالأحرى للإنسان الشاعري·<br />2- أما “الجرة المكسورة” والتي استوحى فيها المؤلف فكرة كتابة هذه المسرحية من لوحة محفورة على النحاس لفنان يدعى ليفو تحمل اسم “القاضي” أو “الجرة المكسورة”· تقع أحداث الملهاة في هولندا في نهاية القرن السابع عشر، وهي مثال رائع لاتباع قوانين بناء الملهاة، فالعناصر الشكلية للبنية التحليلية، وتمركز الأحداث حول شخصية محورية، وكذلك الحفاظ على وحدة المكان والزمان والأحداث· كل هذه العناصر تظهر العلاقة الوثيقة لملهاة “الجرة المكسورة” بدراما الملك أوديب التي تعتبر المثال الأول للمأساة الدرامية·<br />تقع أحداث المسرحية في إحدى قرى هولندا، حيث آدم قاضي القرية المجروح في قدمه ورأسه في موقف حرج ذات صباح، فمستشار القضاء فالتر القادم من أوترشت يريد أن يراجع أعمال المحكمة وخزينتها، وقبل وصول المستشار يستحلف آدم كاتبه لشت على أن يغض الطرف عن أحداث وقعت في الليلة السابقة، أحداث لا يستطيع الكاتب لشت أن يتبينها تماما، ولأن اليوم هو يوم المحكمة والجلسات فقد حضرت السيدة مارتا رول ودخلت قاعة المحكمة لتقاضي روبرشت تومبل خطيب ابنتها إيفا لأنه - حسب روايتها - حطم جرتها العزيزة عليها وكما يتضح لقارئ الملهاة من خلال الأحداث لم يكن روبرشت هو الذي كسر الجرة، وإنما هو قاضي القرية آدم عينه الذي زار إيفا في الليلة السابقة خلسة محاولا أن يبتز الحب منها·
17905738,749461,نمایش‌نامه‌ی خیزاب,,9789643419516,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368174128l/17905738._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368174128l/17905738._SY75_.jpg,1968,,,per,نشر قطره,false,25086507,4,19,26,11,1,5:1|4:0|3:3|2:5|1:2|total:11,1963,1,1,2.36,7,1,"['749461', '2992131']","['Günter Grass', 'عباس شادروان']","['3.83', '3.15']",[],[],[],
9283984,749461,Letzte Tänze,3882438827,9783882438826,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340090066l/9283984._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340090066l/9283984._SX50_.jpg,2003,8,,ger,Steidl,false,1981572,4,12,25,7,0,5:1|4:3|3:2|2:1|1:0|total:7,2003,8,1,3.57,6,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Wenn Günter Grass ein Buch beendet hat, erholt er sich beim Bildhauern oder Töpfern von den Strapazen. So war es auch nach Vollendung seiner hoch gelobten Novelle <i>Im Krebsgang</i>. ""Als ich des Schiffes Untergang/und den nachhallenden Schrei/zum Buch verkürzt hatte"", heißt es dementsprechend im Gedicht ""Gottähnlich"" aus <i>Letzte Tänze</i>, ""wollte ich etwas Heiteres/zum Gegenstand meiner Laune machen/und begann aus Töpferton/Figuren -- Mann und Frau in Bewegung -- /als Hohlkörper zu formen"". Dass es Grass nicht lange ohne Schreibtisch aushielt, davon erzählt dieser Band.<p> <i>Letzte Tänze</i> versammelt 36 manchmal virtuose Gedichte des Literatur-Nobelpreisträgers, die in expressiver Manier teils mehrere Seiten umfassen (""Des Wiederholungstäters halbherzige Beichte""), zum Teil aber auch, fast schon im meditativen Stil von William Carlos Williams, winzige Alltagsdetails mit oft sexuellem Anklang in prägnanter Kürze zur Metapher verdichten: ""Als wir uns lösten/und Fäden zogen,/kam Hunger auf,/doch greifbar waren/nur Möhren: knackig,/weil roh."" Das ist nicht immer ganz geglückt (""und die Jungfrau -- jadoch, Maria! -- /erkannte mich: beinebreit""), in den gelungensten Momenten aber lyrisch schön.</p><p> Garniert ist das Buch mit Zeichnungen von drehenden und kopulierenden Paaren, die sich in einer Art Totentanz im Reigen drehen, wie Vampire durch die Seiten wandern oder hilflos kopfunter Purzelbäume schlagen und dennoch viel von jener tragikomischen Heiterkeit transportieren, von der das Gedicht ""Gottähnlich"" sprach. <i>--Thomas Köster</i></p>"
52727557,749461,El Tambor de Hojalata,842268104,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585270905l/52727557._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585270905l/52727557._SX50_.jpg,1999,,,spa,Círculo de Lectores,false,78673123,1,17,25,6,0,5:3|4:2|3:0|2:1|1:0|total:6,1959,,,4.17,6,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Amplio fresco de la humanidad sometida a las fuerzas telúricas de la política y la guerra, ""El Tambor de Hojalata"" es el ícono de la vida arrastrada por el leviatán totalitario. Una mirada, fantástica y realista, irónica y dramática a partes iguales, a través de los ojos de Oscar Matzerath, el pequeño tamborilero atrapado a perpetuidad en el cuerpo de una criatura de tres años. Desde su inocente pequeñez sobrevuela a ras de suelo una Alemania sumida en el absurdo, mientras enfervorizado empuña sus varillas y asesina con su voz los cristales."
13647848,749461,Deutsche Gedichte im Jahreskreis,387291068X,9783872910684,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336932987l/13647848._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336932987l/13647848._SY75_.jpg,2013,,,ger,Hamburger Lesehefte,false,19266408,1,17,23,6,0,5:1|4:3|3:2|2:0|1:0|total:6,,,,3.83,6,0,"['5546504', '45711', '26853', '86816', '91147', '714559', '68613', '114738', '749461', '552169', '16071', '66894', '1113469', '23162', '185669', '602788', '704105', '87431', '7906', '6556', '171515', '107487', '690559', '656985', '16073', '122469']","['Rose Ausländer', 'Ingeborg Bachmann', 'Bertolt Brecht', 'Paul Celan', 'Matthias Claudius', 'Hilde Domin', 'Theodor Fontane', 'Erich Fried', 'Günter Grass', 'Friedrich Hebbel', 'Heinrich Heine', 'Johann Gottfried Herder', 'Hermann Hesse', 'Friedrich Hölderlin', 'Peter Huchel', 'Friedrich Gottlieb Klopstock', 'Günter Kunert', 'Conrad Ferdinand Meyer', 'Rainer Maria Rilke', 'Theodor Storm', 'Georg Trakl', 'Kurt Tucholsky', 'Ludwig Uhland', 'Karl Valentin', 'Robert Walser', 'Carl Zuckmayer']","['4.39', '4.07', '3.78', '4.34', '4.00', '4.25', '3.29', '4.26', '3.83', '3.13', '3.90', '3.83', '4.05', '4.09', '4.03', '3.48', '3.70', '3.36', '4.29', '3.51', '4.38', '3.82', '3.81', '3.81', '3.99', '3.49']",[],[],[],"Frühling, Sommer, Herbst und Winter - wie achtlos nimmt der moderne Zeitgenosse die Jahreszeiten ""zur Kenntnis"". Die vorliegende Anthologie soll zum Innehalten einladen, zum Verweilen bei Zeilen und Versen, um Gedichte wieder zu entdecken und ihre bildreiche Sprache zu genießen, aber auch als Grundlage für den Deutschunterricht dienen. Zu dieser Sammlung zählen u. a. Gedichte von Rose Ausländer, Ingeborg Bachmann, Bertolt Brecht, Paul Celan, Matthias Claudius, Hilde Domin, Theodor Fontane, Erich Fried, Günter Grass, Friedrich Hebbel, Heinrich Heine, Johann Gottfried Herder, Hermann Hesse, Friedrich Hölderlin, Peter Huchel, Friedrich Gottlieb Klopstock, Günter Kunert, Conrad Ferdinand Meyer, Rainer Maria Rilke, Theodor Storm, Georg Trakl, Kurt Tucholsky, Ludwig Uhland, Karl Valentin, Robert Walser und Carl Zuckmayer.<br />(aus <a target=""_blank"" href=""http://www.buecher.de/shop/deutsch/deutsche-gedichte-im-jahreskreis/schulheft/products_products/detail/prod_id/00337538/"" rel=""nofollow"">http://www.buecher.de/shop/deutsch/de...</a>)"
20749617,749461,Lyrische Beute: Gedichte aus fünfzig Jahren,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391813882l/20749617._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391813882l/20749617._SX50_.jpg,2013,8,5,ger,JUMBO Neue Medien & Verlag GmbH,false,40081249,2,11,22,5,1,5:2|4:3|3:0|2:0|1:0|total:5,2013,8,5,4.40,4,1,['749461'],['Günter Grass'],['3.83'],[],[],[],"gekürzt.<br /><br />Wer einmal eine Lesung von Günter Grass live erlebt hat, dem werden sein eindringlicher Sprechrhythmus, sein unverwechselbarer Sound immer im Ohr bleiben. Kein Sprecher könnte Grass' Texte besser präsentieren als der Autor selbst, der besonders gern aus seinen Gedichten vorträgt. Günter Grass hat an zwei Abenden in Lübeck eine große Auswahl aus seiner Lyrik vor Publikum gelesen. Es sind die ihm liebsten Stücke: 140 Gedichte aus fünfzig Jahren, erschienen in seinen Lyrikbänden oder eingeflochten in seine Romane...<br />©2004 Steidl Verlag (P)2013 Jumbo Neue Medien &amp; Verlag"
19467627,749461,Rede Vom Verlust,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387056737l/19467627._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387056737l/19467627._SY75_.jpg,1998,,,,,false,27553627,1,7,21,5,0,5:2|4:2|3:1|2:0|1:0|total:5,1998,1,1,4.20,5,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
2832100,749461,Die Vorzüge Der Windhühner,3865215696,9783865215697,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340100990l/2832100._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340100990l/2832100._SX50_.jpg,2007,10,,ger,Steidl,false,3469006,4,11,20,6,1,5:0|4:3|3:2|2:1|1:0|total:6,1956,,,3.33,5,1,['749461'],['Günter Grass'],['3.83'],[],[],[],"Für Günter Grass sind Gedichte »das genaueste Instrument, (sich) neu kennenzulernen und neu zu vermessen«. »Die Vorzüge der Windhühner«, seine erste Buchveröffentlichung, erschien 1956, und mit diesen Zeichnungen und Gedichten, viele davon Keimzelle seines späteren Werks, hat er noch vor seinem Roman »Die Blechtrommel« seinen Ruf als herausragender Schriftsteller der Bundesrepublik begründet."
7571983,749461,Die Blechtrommel als Film,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353330240l/7571983._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353330240l/7571983._SX50_.jpg,1979,4,,ger,,false,9920653,2,17,20,4,0,5:4|4:0|3:0|2:0|1:0|total:4,1979,4,,5.00,4,0,"['1794137', '749461']","['Volker Schlöndorff', 'Günter Grass']","['3.55', '3.83']",[],[],[],
9682839,749461,Maailmankirjallisuuden mestarinovelleja 2,95101253,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443303224l/9682839._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443303224l/9682839._SX50_.jpg,1984,,,fin,wSOY,false,14570801,1,22,20,6,0,5:1|4:1|3:3|2:1|1:0|total:6,1984,,,3.33,6,0,"['4456323', '4095', '258230', '1063546', '4456325', '266637', '8120', '24320', '447', '39326', '4456326', '816778', '819789', '2828250', '41616', '155517', '6263', '55397', '1466', '10427', '44202', '749461', '1433597', '4456328']","['Aulis Ojajärvi', 'William Saroyan', 'Martin Walser', 'Villy Sørensen', 'Sivar Arnér', 'Agnus Wilson', 'Arthur  Miller', 'Yevgeny Yevtushenko', 'Bernard Malamud', 'Heinrich Böll', 'Bo Widerberg', 'Lars Ahlin', 'J.D. Salinger', 'Arvo Valton', 'Friedrich Dürrenmatt', 'Italo Calvino', ""Jun'ichirō Tanizaki"", 'Nadine Gordimer', 'Jean-Paul Sartre', 'James Baldwin', 'Mikhail Sholokhov', 'Günter Grass', 'Samuel Beckett', 'Yury Kazakov']","['3.60', '4.06', '3.27', '3.84', '3.50', '3.33', '3.58', '3.92', '3.86', '3.87', '2.80', '3.43', '3.84', '3.56', '3.91', '4.02', '3.84', '3.57', '3.99', '4.26', '4.08', '3.83', '3.88', '3.10']",[],[],[],
1076403,749461,Cat and Mouse: Gunter Grass: and Other Writings,0826407331,9780826407337,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,11,1,,Bloomsbury Academic,false,55988501,2,23,19,6,1,5:2|4:0|3:2|2:1|1:1|total:6,,,,3.17,6,1,['749461'],['Günter Grass'],['3.83'],[],[],[],"For many years, Gunter Grass (born 1927) has been one of the world's most vital literary figures. From the publication of The Tin Drum through his latest pleas for sane government and civil treatment of Germany's ""foreign citizens"" in the 1990s, Grass has been at the forefront of both literary and political worlds. This representative volume features two important works: Cat and Mouse and The Meeting at Telgte. Both speak to our time, but under very different settings. It also includes a selection of other works to give a well-rounded view of a writer whom John Irving characterizes in his foreword as ""the greatest living novelist today"".<br />The German Library is a new series of the major works of German literature and thought from medieval times to the present. The volumes have forewords by internationally known writers and introductions by prominent scholars. Here the English-speaking reader can find the broadest possible collection of poetic and intellectual achievements in new as well as great classic translations. Convenient and accessible in format, the volumes of The German Library will form the core of any growing library of European literature for years to come. Select list of volumes now published: <br />German Medieval Tales -- German Humanism and Reformation -- Immanuel Kant: Philosophical Writings -- Johann Wolfgang von Goethe: The Sufferings of Young Werther and Elective Affinities -- Friedrich Schiller: Plays -- ""Intrigue and Love"" and ""Don Carlos"" -- Friedrich Schiller: ""Wallenstein"" and ""Mary Stuart"" -- German Fairy Tales -- German Literary Fairy Tales -- German Romantic Novellas -- German Romantic Stories -- German Novellas of Realism -- German Poetry from 1750 to 1900 -- Georg Buchner: Complete Works and Letters -- Rainer Maria Rilke: Prose and Poetry -- Gottfried Benn: Prose, Essays, Poems -- German Essays on Art History -- Essays on German Theater -- Hans Magnus Enzensberger: Critical Essays"
2329741,749461,beriten hin und zuruck (رفت و برگشت به تاخت),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,,,false,2336305,1,7,19,6,0,5:2|4:0|3:2|2:1|1:1|total:6,2007,,,3.17,6,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
174641,749461,Die Blechtrommel. Erläuterungen und Materialien.,3804416772,9783804416772,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,8,1,ger,Bange,false,44362255,4,15,19,5,0,5:2|4:1|3:1|2:1|1:0|total:5,2013,8,30,3.80,5,0,"['94146', '749461']","['Rüdiger Bernhardt', 'Günter Grass']","['3.49', '3.83']",[],[],[],
5592077,749461,Inmarypraise,0151444064,9780151444069,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458780587l/5592077._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458780587l/5592077._SX50_.jpg,1973,1,1,,Houghton Mifflin Harcourt P,false,215556,2,11,17,4,1,5:2|4:1|3:1|2:0|1:0|total:4,1973,1,1,4.25,3,0,"['749461', '210867']","['Günter Grass', 'Marie Rama']","['3.83', '3.75']",['73086'],['Christopher Middleton'],['4.02'],
